locus_tag	ftype	length_bp	gene	EC_number	COG	product
IABCJNHA_03325	CDS	930	lacF			Lactose transport system permease protein LacF
IABCJNHA_03326	CDS	1284	yesO		COG1653	Putative ABC transporter substrate-binding protein YesO
IABCJNHA_03327	CDS	1107	rssB			Regulator of RpoS
IABCJNHA_03328	CDS	1734				hypothetical protein
IABCJNHA_03329	CDS	630	yesV_2		COG5578	putative protein YesV
IABCJNHA_03330	CDS	273				hypothetical protein
IABCJNHA_03331	CDS	543				hypothetical protein
IABCJNHA_03332	CDS	570		1.11.1.6		Manganese catalase
IABCJNHA_03333	CDS	264				hypothetical protein
IABCJNHA_03334	CDS	249				hypothetical protein
IABCJNHA_03335	CDS	861	azoB	1.7.-.-		NAD(P)H azoreductase
IABCJNHA_03336	CDS	444	yesE		COG3631	putative protein YesE
IABCJNHA_03337	CDS	585	comR			HTH-type transcriptional repressor ComR
IABCJNHA_03338	CDS	438	yeeK			Spore coat protein YeeK
IABCJNHA_03339	CDS	720				putative transcriptional regulatory protein
IABCJNHA_03340	CDS	174				hypothetical protein
IABCJNHA_03341	CDS	1131	rapH	3.1.-.-		Response regulator aspartate phosphatase H
IABCJNHA_03342	CDS	1023				hypothetical protein
IABCJNHA_03343	CDS	2010	yeeF	3.1.-.-		Putative ribonuclease YeeF
IABCJNHA_03344	CDS	471	yezG			putative antitoxin YezG
IABCJNHA_03345	CDS	207				hypothetical protein
IABCJNHA_03346	CDS	306				hypothetical protein
IABCJNHA_03347	CDS	1149				hypothetical protein
IABCJNHA_03348	CDS	1800				hypothetical protein
IABCJNHA_03349	CDS	2640				hypothetical protein
IABCJNHA_03350	CDS	336				hypothetical protein
IABCJNHA_03351	CDS	564				hypothetical protein
IABCJNHA_03352	CDS	1380	rlmCD_2	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
IABCJNHA_03353	CDS	912	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
IABCJNHA_03354	CDS	3159	swrC		COG0841	Swarming motility protein SwrC
IABCJNHA_03355	CDS	870				hypothetical protein
IABCJNHA_03356	CDS	1431	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
IABCJNHA_03357	CDS	1458	gatA	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A
IABCJNHA_03358	CDS	291	gatC	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
IABCJNHA_03359	CDS	1479	opuE		COG0591	Osmoregulated proline transporter OpuE
IABCJNHA_03360	CDS	693	sapB		COG1285	Protein SapB
IABCJNHA_03361	CDS	1002	srkA	2.7.11.1		Stress response kinase A
IABCJNHA_03362	CDS	1191				hypothetical protein
IABCJNHA_03363	CDS	2007	ligA	6.5.1.2		DNA ligase
IABCJNHA_03364	CDS	2220	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
IABCJNHA_03365	CDS	687	pcrB	2.5.1.-	COG1646	Heptaprenylglyceryl phosphate synthase
IABCJNHA_03366	CDS	162				hypothetical protein
IABCJNHA_03367	CDS	1578				hypothetical protein
IABCJNHA_03368	CDS	315				hypothetical protein
IABCJNHA_03369	CDS	996	yerB			Putative lipoprotein YerB
IABCJNHA_03370	CDS	1743	yerA	3.5.4.2	COG1001	Putative adenine deaminase YerA
IABCJNHA_03371	CDS	228				hypothetical protein
IABCJNHA_03372	CDS	1275	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
IABCJNHA_03373	CDS	420	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
IABCJNHA_03374	CDS	1269	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
IABCJNHA_03375	CDS	1539	purH			Bifunctional purine biosynthesis protein PurH
IABCJNHA_03376	CDS	588	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
IABCJNHA_03377	CDS	1041	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
IABCJNHA_03378	CDS	1431	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
IABCJNHA_03379	CDS	2229	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
IABCJNHA_03380	CDS	684	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
IABCJNHA_03381	CDS	255	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
IABCJNHA_03382	CDS	726	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
IABCJNHA_03383	CDS	1296	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
IABCJNHA_03384	CDS	1143	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
IABCJNHA_03385	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
IABCJNHA_03386	CDS	198				hypothetical protein
IABCJNHA_03387	CDS	555				hypothetical protein
IABCJNHA_03388	CDS	168				hypothetical protein
IABCJNHA_03389	CDS	804				hypothetical protein
IABCJNHA_03390	CDS	1323	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
IABCJNHA_03391	CDS	1551	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
IABCJNHA_03392	CDS	2214				hypothetical protein
IABCJNHA_03393	CDS	1197				hypothetical protein
IABCJNHA_03394	CDS	963				hypothetical protein
IABCJNHA_03395	CDS	873	mneS_1		COG0053	Manganese efflux system protein MneS
IABCJNHA_03396	CDS	1410	gabP		COG1113	GABA permease
IABCJNHA_03397	CDS	1542	cotA		COG2132	Spore coat protein A
IABCJNHA_03398	CDS	990				hypothetical protein
IABCJNHA_03399	CDS	816	ydjP	3.-.-.-	COG0596	AB hydrolase superfamily protein YdjP
IABCJNHA_03400	CDS	246				hypothetical protein
IABCJNHA_03401	CDS	159				hypothetical protein
IABCJNHA_03402	CDS	1047				hypothetical protein
IABCJNHA_03403	CDS	372	ydjM_2			putative protein YdjM
IABCJNHA_03404	CDS	1041	gutB_1	1.1.1.-	COG1063	Sorbitol dehydrogenase
IABCJNHA_03405	CDS	1422	iolT_4			Major myo-inositol transporter IolT
IABCJNHA_03406	CDS	1026				hypothetical protein
IABCJNHA_03407	CDS	972				hypothetical protein
IABCJNHA_03408	CDS	765				hypothetical protein
IABCJNHA_03409	CDS	1026				hypothetical protein
IABCJNHA_03410	CDS	684	ydjF		COG1842	Phage shock protein A 
IABCJNHA_03411	CDS	963	scrK	2.7.1.4	COG0524	Fructokinase
IABCJNHA_03412	CDS	1392	xylP_2			Isoprimeverose transporter
IABCJNHA_03413	CDS	1062	gutB_2	1.1.1.-	COG1063	Sorbitol dehydrogenase
IABCJNHA_03414	CDS	2490				hypothetical protein
IABCJNHA_03415	CDS	336				hypothetical protein
IABCJNHA_03416	CDS	1398	ydjA_2	3.1.21.4		Type-2 restriction enzyme BsuMI component YdjA
IABCJNHA_03417	CDS	1032	ydiS	3.1.21.4	COG1401	Type-2 restriction enzyme BsuMI component YdiS
IABCJNHA_03418	CDS	942	ydiR	3.1.21.4		Type-2 restriction enzyme BsuMI component YdiR
IABCJNHA_03419	CDS	1170	ydiP	2.1.1.37	COG0270	putative BsuMI modification methylase subunit YdiP
IABCJNHA_03420	CDS	1284	ydiO	2.1.1.37	COG0270	putative BsuMI modification methylase subunit YdiO
IABCJNHA_03421	CDS	381	ydiM			putative protein YdiM
IABCJNHA_03422	CDS	129				hypothetical protein
IABCJNHA_03423	CDS	1635	groL		COG0459	60 kDa chaperonin
IABCJNHA_03424	CDS	285	groS		COG0234	10 kDa chaperonin
IABCJNHA_03425	CDS	735	MroQ	3.4.22.-		Membrane-embedded CAAX protease MroQ
IABCJNHA_03426	CDS	192				hypothetical protein
IABCJNHA_03427	CDS	756	tatC2		COG0805	Sec-independent protein translocase protein TatCy
IABCJNHA_03428	CDS	174	tatAy_2			Sec-independent protein translocase protein TatAy
IABCJNHA_03429	CDS	648	rex		COG2344	Redox-sensing transcriptional repressor Rex
IABCJNHA_03430	CDS	513	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
IABCJNHA_03431	CDS	1929	ybiT_3		COG0488	putative ABC transporter ATP-binding protein YbiT
IABCJNHA_03432	CDS	1023	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
IABCJNHA_03433	CDS	456	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
IABCJNHA_03434	CDS	690	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
IABCJNHA_03435	CDS	477	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
IABCJNHA_03436	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
IABCJNHA_03437	CDS	195				hypothetical protein
IABCJNHA_03438	CDS	456				hypothetical protein
IABCJNHA_03439	CDS	1089	gmuG	3.2.1.78	COG4124	Mannan endo-1,4-beta-mannosidase
IABCJNHA_03440	CDS	948	gmuF	5.3.1.8	COG1482	putative mannose-6-phosphate isomerase GmuF
IABCJNHA_03441	CDS	900	gmuE	2.7.1.4	COG1940	Putative fructokinase
IABCJNHA_03442	CDS	714	gmuR		COG2188	HTH-type transcriptional regulator GmuR
IABCJNHA_03443	CDS	1398	gmuD	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
IABCJNHA_03444	CDS	1329	gmuC		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
IABCJNHA_03445	CDS	333	gmuA		COG1447	PTS system oligo-beta-mannoside-specific EIIA component
IABCJNHA_03446	CDS	312	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
IABCJNHA_03447	CDS	1167	pbuE_3		COG2814	Purine efflux pump PbuE
IABCJNHA_03448	CDS	567	ydhK			putative protein YdhK
IABCJNHA_03449	CDS	978				hypothetical protein
IABCJNHA_03450	CDS	480				hypothetical protein
IABCJNHA_03451	CDS	498				hypothetical protein
IABCJNHA_03452	CDS	372	fra		COG5646	Intracellular iron chaperone frataxin
IABCJNHA_03453	CDS	1389	phoB	3.1.3.1	COG1785	Alkaline phosphatase 3
IABCJNHA_03454	CDS	711				hypothetical protein
IABCJNHA_03455	CDS	1188	tylCV	2.4.1.318		Demethyllactenocin mycarosyltransferase
IABCJNHA_03456	CDS	1263	ydhD_2	3.2.-.-	COG3858	Putative sporulation-specific glycosylase YdhD
IABCJNHA_03457	CDS	675	rspR		COG1802	HTH-type transcriptional repressor RspR
IABCJNHA_03458	CDS	738				hypothetical protein
IABCJNHA_03459	CDS	1209	bcr			Bicyclomycin resistance protein
IABCJNHA_03460	CDS	435	slyA			Transcriptional regulator SlyA
IABCJNHA_03461	CDS	630	yodC_2	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
IABCJNHA_03462	CDS	2658	ydgH		COG2409	Putative membrane protein YdgH
IABCJNHA_03463	CDS	513				hypothetical protein
IABCJNHA_03464	CDS	519				hypothetical protein
IABCJNHA_03465	CDS	1377	cycA_2		COG1113	D-serine/D-alanine/glycine transporter
IABCJNHA_03466	CDS	1644	vmlR			ABC-F type ribosomal protection protein VmlR
IABCJNHA_03467	CDS	474	yycN_2	2.3.1.-	COG0454	putative N-acetyltransferase YycN
IABCJNHA_03468	CDS	345				hypothetical protein
IABCJNHA_03469	CDS	588				hypothetical protein
IABCJNHA_03470	CDS	273				hypothetical protein
IABCJNHA_03471	CDS	243				hypothetical protein
IABCJNHA_03472	CDS	432	cotP		COG0071	Spore coat protein P
IABCJNHA_03473	CDS	708				hypothetical protein
IABCJNHA_03474	CDS	678				hypothetical protein
IABCJNHA_03475	CDS	231				hypothetical protein
IABCJNHA_03476	CDS	294				hypothetical protein
IABCJNHA_03477	CDS	237				hypothetical protein
IABCJNHA_03478	CDS	339				hypothetical protein
IABCJNHA_03479	CDS	390	mhqP	1.-.-.-	COG2259	Putative oxidoreductase MhqP
IABCJNHA_03480	CDS	939	mhqO	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
IABCJNHA_03481	CDS	621	mhqN	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase MhqN
IABCJNHA_03482	CDS	894	mneP		COG0053	Manganese efflux system protein MneP
IABCJNHA_03483	CDS	813				hypothetical protein
IABCJNHA_03484	CDS	690	ydfK		COG1811	putative membrane protein YdfK
IABCJNHA_03485	CDS	903	nap	3.1.1.1	COG0596	putative carboxylesterase nap
IABCJNHA_03486	CDS	2175	ydfJ		COG2409	Membrane protein YdfJ
IABCJNHA_03487	CDS	642	lnrK_2		COG2197	Transcriptional regulatory protein LnrK
IABCJNHA_03488	CDS	1164				hypothetical protein
IABCJNHA_03489	CDS	174				hypothetical protein
IABCJNHA_03490	CDS	444				hypothetical protein
IABCJNHA_03491	CDS	681				hypothetical protein
IABCJNHA_03492	CDS	624				hypothetical protein
IABCJNHA_03493	CDS	1449	norG_2		COG1167	HTH-type transcriptional regulator NorG
IABCJNHA_03494	CDS	921				hypothetical protein
IABCJNHA_03495	CDS	777				hypothetical protein
IABCJNHA_03496	CDS	1308	arsB_2		COG1055	Arsenical pump membrane protein
IABCJNHA_03497	CDS	336	aseR		COG0640	HTH-type transcriptional repressor AseR
IABCJNHA_03498	CDS	597	tetR			DNA-binding transcriptional repressor TetR
IABCJNHA_03499	CDS	1188				hypothetical protein
IABCJNHA_03500	CDS	585	ywrO_3	1.6.99.-	COG2249	General stress protein 14
IABCJNHA_03501	CDS	387	yybR_2		COG1733	putative HTH-type transcriptional regulator YybR
IABCJNHA_03502	CDS	873				hypothetical protein
IABCJNHA_03503	CDS	330	hxlR_1		COG1733	HTH-type transcriptional activator HxlR
IABCJNHA_03504	CDS	573	ydeN	3.-.-.-	COG3545	Putative hydrolase YdeN
IABCJNHA_03505	CDS	426				hypothetical protein
IABCJNHA_03506	CDS	1392	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
IABCJNHA_03507	CDS	864				hypothetical protein
IABCJNHA_03508	CDS	660				hypothetical protein
IABCJNHA_03509	CDS	594				hypothetical protein
IABCJNHA_03510	CDS	375				hypothetical protein
IABCJNHA_03511	CDS	1290	rfnT_1			Riboflavin transporter RfnT
IABCJNHA_03512	CDS	1389	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
IABCJNHA_03513	CDS	873	rhaR_2			HTH-type transcriptional activator RhaR
IABCJNHA_03514	CDS	960	yicL		COG0697	putative inner membrane transporter YicL
IABCJNHA_03515	CDS	876	rhaS_2			HTH-type transcriptional activator RhaS
IABCJNHA_03516	CDS	231				hypothetical protein
IABCJNHA_03517	CDS	462	carD		COG1329	RNA polymerase-binding transcription factor CarD
IABCJNHA_03518	CDS	201	cspC		COG1278	Cold shock protein CspC
IABCJNHA_03519	CDS	594	ydeA_2	3.2.-.-	COG0693	putative protease YdeA
IABCJNHA_03520	CDS	186				hypothetical protein
IABCJNHA_03521	CDS	687				hypothetical protein
IABCJNHA_03522	CDS	177				hypothetical protein
IABCJNHA_03523	CDS	192				hypothetical protein
IABCJNHA_03524	CDS	1311	rfnT_2			Riboflavin transporter RfnT
IABCJNHA_03525	CDS	765				hypothetical protein
IABCJNHA_03526	CDS	543	sttH	3.5.2.19		Streptothricin hydrolase
IABCJNHA_03527	CDS	450	lrpC_2		COG1522	HTH-type transcriptional regulator LrpC
IABCJNHA_03528	CDS	411	lrpC_3		COG1522	HTH-type transcriptional regulator LrpC
IABCJNHA_03529	CDS	1020				hypothetical protein
IABCJNHA_03530	tRNA	84				tRNA-Leu(gag)
IABCJNHA_03531	tRNA	83				tRNA-Leu(tag)
IABCJNHA_03532	tRNA	76				tRNA-Lys(ttt)
IABCJNHA_03533	tRNA	75				tRNA-Gln(ttg)
IABCJNHA_03534	tRNA	72				tRNA-Glu(ttc)
IABCJNHA_03535	tRNA	91				tRNA-Ser(gct)
IABCJNHA_03536	tRNA	75				tRNA-Asn(gtt)
IABCJNHA_03537	CDS	453				Protein SprT-like protein
IABCJNHA_03538	CDS	2160	yhgF		COG2183	Protein YhgF
IABCJNHA_03539	CDS	444				hypothetical protein
IABCJNHA_03540	CDS	441				hypothetical protein
IABCJNHA_03541	CDS	162				hypothetical protein
IABCJNHA_03542	CDS	162				hypothetical protein
IABCJNHA_03543	CDS	117				hypothetical protein
IABCJNHA_03544	CDS	600	rsbX	3.1.3.3		Phosphoserine phosphatase RsbX
IABCJNHA_03545	CDS	789	sigB		COG1191	RNA polymerase sigma-B factor
IABCJNHA_03546	CDS	483	rsbW	2.7.11.1	COG2172	Serine-protein kinase RsbW
IABCJNHA_03547	CDS	330	rsbV		COG1366	Anti-sigma-B factor antagonist
IABCJNHA_03548	CDS	1008	rsbU	3.1.3.3	COG2208	Phosphoserine phosphatase RsbU
IABCJNHA_03549	CDS	402	rsbT	2.7.11.1	COG2172	Serine/threonine-protein kinase RsbT
IABCJNHA_03550	CDS	366	rsbS		COG1366	RsbT antagonist protein RsbS
IABCJNHA_03551	CDS	822	rsbRA		COG1366	RsbT co-antagonist protein RsbRA
IABCJNHA_03552	CDS	351	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
IABCJNHA_03553	CDS	282	ndoAI		COG0864	Antitoxin EndoAI
IABCJNHA_03554	CDS	1170	alr	5.1.1.1		Alanine racemase
IABCJNHA_03555	CDS	1122	ydcC		COG2834	Sporulation protein YdcC
IABCJNHA_03556	CDS	366	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
IABCJNHA_03557	CDS	600	glpG	3.4.21.105		Rhomboid protease GlpG
IABCJNHA_03558	CDS	1482				hypothetical protein
IABCJNHA_03559	CDS	480				hypothetical protein
IABCJNHA_03560	CDS	1485	cshA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
IABCJNHA_03561	CDS	1446	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
IABCJNHA_03562	CDS	1086	ddl	6.3.2.4		D-alanine--D-alanine ligase
IABCJNHA_03563	CDS	321	ydbP		COG0526	Thioredoxin-like protein YdbP
IABCJNHA_03564	CDS	873	mneS_2		COG0053	Manganese efflux system protein MneS
IABCJNHA_03565	CDS	165				hypothetical protein
IABCJNHA_03566	CDS	147				hypothetical protein
IABCJNHA_03567	CDS	1146	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
IABCJNHA_03568	CDS	336				hypothetical protein
IABCJNHA_03569	CDS	768				hypothetical protein
IABCJNHA_03570	CDS	927	bcrA_3			Bacitracin transport ATP-binding protein BcrA
IABCJNHA_03571	CDS	1053				hypothetical protein
IABCJNHA_03572	CDS	1266	dctA		COG1301	C4-dicarboxylate transport protein
IABCJNHA_03573	CDS	681	dcuR_2		COG4565	Transcriptional regulatory protein DcuR
IABCJNHA_03574	CDS	1608	dcuS_2	2.7.13.3	COG3290	Sensor histidine kinase DcuS
IABCJNHA_03575	CDS	1053	dctP		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
IABCJNHA_03576	CDS	822	ydbD_2	1.11.1.6	COG3546	putative manganese catalase
IABCJNHA_03577	CDS	360				hypothetical protein
IABCJNHA_03578	CDS	342				hypothetical protein
IABCJNHA_03579	CDS	372	gsiB		COG3729	Glucose starvation-inducible protein B
IABCJNHA_03580	CDS	819				hypothetical protein
IABCJNHA_03581	CDS	453				hypothetical protein
IABCJNHA_03582	CDS	258				hypothetical protein
IABCJNHA_03583	CDS	1278	mntH_1		COG1914	Divalent metal cation transporter MntH
IABCJNHA_03584	CDS	267				hypothetical protein
IABCJNHA_03585	CDS	1725	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
IABCJNHA_03586	CDS	450	rppH	3.6.1.-		RNA pyrophosphohydrolase
IABCJNHA_03587	CDS	1824	kimA		COG0531	Potassium transporter KimA
IABCJNHA_03588	CDS	2121				hypothetical protein
IABCJNHA_03589	CDS	1263		2.4.1.336	COG1215	Beta-monoglucosyldiacylglycerol synthase
IABCJNHA_03590	CDS	1731				hypothetical protein
IABCJNHA_03591	CDS	852	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
IABCJNHA_03592	CDS	1089				hypothetical protein
IABCJNHA_03593	CDS	2184	topB	5.6.2.1	COG0550	DNA topoisomerase 3
IABCJNHA_03594	CDS	435	lrpC_4		COG1522	HTH-type transcriptional regulator LrpC
IABCJNHA_03595	CDS	291				hypothetical protein
IABCJNHA_03596	CDS	810	amj			Lipid II flippase Amj
IABCJNHA_03597	CDS	423	ydaG		COG3871	General stress protein 26
IABCJNHA_03598	CDS	552	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
IABCJNHA_03599	CDS	504	ydaE	5.3.1.15	COG3822	putative D-lyxose ketol-isomerase
IABCJNHA_03600	CDS	861	ydaD_3	1.-.-.-		General stress protein 39
IABCJNHA_03601	CDS	597	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
IABCJNHA_03602	CDS	1512	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
IABCJNHA_03603	CDS	2085	mtlR			Transcriptional regulator MtlR
IABCJNHA_03604	CDS	903	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
IABCJNHA_03605	CDS	2007	mrdA	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
IABCJNHA_03606	CDS	288				hypothetical protein
IABCJNHA_03607	CDS	246				hypothetical protein
IABCJNHA_03608	CDS	642	lipC_2	3.-.-.-	COG2755	Spore germination lipase LipC
IABCJNHA_03609	CDS	756	kipR		COG1414	HTH-type transcriptional regulator KipR
IABCJNHA_03610	CDS	1008	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
IABCJNHA_03611	CDS	723	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
IABCJNHA_03612	CDS	792		4.2.1.-	COG4336	Putative hydro-lyase
IABCJNHA_03613	CDS	1215	mntH_2			Divalent metal cation transporter MntH
IABCJNHA_03614	CDS	774	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
IABCJNHA_03615	CDS	750	ycsE	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
IABCJNHA_03616	CDS	165				hypothetical protein
IABCJNHA_03617	CDS	393	fabZ_2	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
IABCJNHA_03618	CDS	609				hypothetical protein
IABCJNHA_03619	CDS	426	sipU	3.4.21.89	COG0681	Signal peptidase I U
IABCJNHA_03620	CDS	243				hypothetical protein
IABCJNHA_03621	CDS	1059	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
IABCJNHA_03622	CDS	1122	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
IABCJNHA_03623	CDS	432	mtlF		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
IABCJNHA_03624	CDS	1437	mtlA			PTS system mannitol-specific EIICB component
IABCJNHA_03625	CDS	354	ycnL			putative protein YcnL
IABCJNHA_03626	CDS	573	ycnK		COG1349	HTH-type transcriptional repressor YcnK
IABCJNHA_03627	CDS	1626	ycnJ		COG1276	Copper transport protein YcnJ
IABCJNHA_03628	CDS	615	ycnI		COG4549	putative protein YcnI
IABCJNHA_03629	CDS	786	gdh	1.1.1.47	COG1028	Glucose 1-dehydrogenase
IABCJNHA_03630	CDS	864	glcU		COG4975	Glucose uptake protein GlcU
IABCJNHA_03631	CDS	1389	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
IABCJNHA_03632	CDS	1311	davT	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
IABCJNHA_03633	CDS	1440	gabR_3		COG1167	HTH-type transcriptional regulatory protein GabR
IABCJNHA_03634	CDS	315				hypothetical protein
IABCJNHA_03635	CDS	288	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
IABCJNHA_03636	CDS	750	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
IABCJNHA_03637	CDS	879				hypothetical protein
IABCJNHA_03638	CDS	1419	farB			Fatty acid resistance protein FarB
IABCJNHA_03639	CDS	954	yclQ		COG4607	Petrobactin-binding protein YclQ
IABCJNHA_03640	CDS	759	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
IABCJNHA_03641	CDS	948	yclO		COG4605	Petrobactin import system permease protein YclO
IABCJNHA_03642	CDS	951	yclN		COG4606	Petrobactin import system permease protein YclN
IABCJNHA_03643	CDS	1365	yclM	2.7.2.4	COG0527	Aspartokinase 3
IABCJNHA_03644	CDS	114				hypothetical protein
IABCJNHA_03645	CDS	123	phrC			Phosphatase RapC inhibitor
IABCJNHA_03646	CDS	1149	rapF_3	3.1.-.-	COG0457	Response regulator aspartate phosphatase F
IABCJNHA_03647	CDS	1419	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
IABCJNHA_03648	CDS	684	srrA_2		COG0745	Transcriptional regulatory protein SrrA
IABCJNHA_03649	CDS	1461				hypothetical protein
IABCJNHA_03650	CDS	681	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
IABCJNHA_03651	CDS	1122	yndE_2			Spore germination protein YndE
IABCJNHA_03652	CDS	1224	gerBC_4			Spore germination protein B3
IABCJNHA_03653	CDS	1635	gerBA_3			Spore germination protein B1
IABCJNHA_03654	CDS	222				hypothetical protein
IABCJNHA_03655	CDS	1755				hypothetical protein
IABCJNHA_03656	CDS	1479	dtpT		COG3104	Di-/tripeptide transporter
IABCJNHA_03657	CDS	846	pip	3.4.11.5		Proline iminopeptidase
IABCJNHA_03658	CDS	465				hypothetical protein
IABCJNHA_03659	CDS	228	bsdD			Protein BsdD
